,Pathology,Protein,diff,X.log.p_adj,diff_zscore_global
0,tumor,ACTA2,-0.42686176,94.61958589196483,-1.5027945
1,tumor,BCL2,0.32617098,242.05259678163776,1.1401906
2,tumor,CCR7,0.05168891,28.355846526820432,0.17681679
3,tumor,CD14,-0.10125482,47.96985818997254,-0.35998327
4,tumor,CD163,-0.0779748,21.686593235296918,-0.2782753
5,tumor,CD19,-0.05099541,78.80282716466533,-0.18358338
6,tumor,CD27,-0.08919394,122.45045546151123,-0.31765214
7,tumor,CD274,0.12464142,33.87920196554889,0.4328646
8,tumor,CD3E,-0.37276053,128.5229323570829,-1.3129107
9,tumor,CD4,0.0060789585,1.4167275986187928,0.01673554
10,tumor,CD40,-0.14060825,167.02857772465467,-0.49810544
11,tumor,CD68,-0.29843575,58.681008975253064,-1.0520464
12,tumor,CD8A,-0.32751185,93.85642038661884,-1.1540974
13,tumor,CEACAM8,-0.2876771,47.182416517124054,-1.0142859
14,tumor,CR2,0.0151923895,26.317441765086702,0.04872175
15,tumor,CXCR5,-0.27161616,151.20646546502374,-0.9579154
16,tumor,EPCAM,0.75277066,300.0,2.637465
17,tumor,FCGR3A,-0.3850239,83.03799499770167,-1.3559525
18,tumor,HLA_DRA,-0.3700672,87.42897329795954,-1.3034577
19,tumor,ITGAM,0.0074338317,0.40124802379669355,0.021490859
20,tumor,ITGAX,-0.2670446,86.10819327768552,-0.9418702
21,tumor,KRT5,1.7301782,300.0,6.0679584
22,tumor,MS4A1,-0.23303169,184.11020989881428,-0.8224921
23,tumor,PAX5,-0.05575502,4.842988228790607,-0.20028861
24,tumor,PCNA,0.34768367,299.99998313245993,1.2156956
25,tumor,PDCD1,-0.091616035,144.7695522793839,-0.32615316
26,tumor,PECAM1,-0.30490947,184.36391982316664,-1.0747678
27,tumor,PTPRC_1,-0.19308454,198.830263885365,-0.6822861
28,tumor,PTPRC_2,-0.3223257,121.10913222081588,-1.1358951
29,tumor,SDC1,0.514731,300.0,1.8019962
30,tumor,VIM,-0.46017522,249.97700114167642,-1.6197177
31,fibrous,ACTA2,0.4171307,76.38272402949087,1.45944
32,fibrous,BCL2,-0.19208044,53.994969481816696,-0.6787619
33,fibrous,CCR7,-0.061656594,27.70032496708069,-0.2210019
34,fibrous,CD14,-0.015184164,1.3727047324962405,-0.057893507
35,fibrous,CD163,-0.029809773,3.0737334006663666,-0.109226294
36,fibrous,CD19,0.025829494,17.825324724431123,0.08605573
37,fibrous,CD27,0.049664736,29.83514356188982,0.16971238
38,fibrous,CD274,-0.20331079,102.67633867096275,-0.71817803
39,fibrous,CD3E,0.201572,29.251591387896163,0.70287466
40,fibrous,CD4,-0.02712673,11.962092925869563,-0.09980938
41,fibrous,CD40,0.03504795,10.305088727037003,0.11841055
42,fibrous,CD68,-0.035738945,1.3210212382694175,-0.13003643
43,fibrous,CD8A,0.16496736,17.999251380321297,0.5744001
44,fibrous,CEACAM8,0.03174424,0.8281998474834962,0.10681524
45,fibrous,CR2,-0.0069947243,5.125794460931766,-0.029150313
46,fibrous,CXCR5,0.19094223,42.8263950162796,0.66556644
47,fibrous,EPCAM,-0.5028886,162.8119374488732,-1.7696327
48,fibrous,FCGR3A,0.098753214,5.98561109455757,0.3420025
49,fibrous,HLA_DRA,0.05137849,2.1170379695031434,0.17572728
50,fibrous,ITGAM,-0.107718706,33.95144138346512,-0.38267013
51,fibrous,ITGAX,-0.006039083,0.17846592377643636,-0.025796214
52,fibrous,KRT5,-1.1808412,164.5428274523609,-4.1491027
53,fibrous,MS4A1,0.14965296,46.04635266149084,0.52064985
54,fibrous,PAX5,0.1139068,10.233492464014587,0.3951884
55,fibrous,PCNA,-0.28541058,143.11066197881036,-1.0063308
56,fibrous,PDCD1,0.03971851,19.5114975483444,0.13480322
57,fibrous,PECAM1,0.1930489,73.31518743590514,0.67296034
58,fibrous,PTPRC_1,0.12143093,56.146518955958626,0.4215965
59,fibrous,PTPRC_2,0.10911697,12.027272598022156,0.3783771
60,fibrous,SDC1,-0.3498481,156.75008844916456,-1.2324929
61,fibrous,VIM,0.3105523,134.79819275906354,1.0853724
62,immune,ACTA2,0.15564209,8.8378591904807,0.54167044
63,immune,BCL2,-0.04754722,2.545436920974448,-0.17148097
64,immune,CCR7,0.095986366,14.781784980791588,0.33229145
65,immune,CD14,0.12976485,19.05568730414388,0.45084682
66,immune,CD163,0.17720741,31.02535709745373,0.6173601
67,immune,CD19,0.047545373,44.89093070033214,0.16227387
68,immune,CD27,0.0892638,31.139878082262083,0.30869666
69,immune,CD274,0.1343016,16.751202057800874,0.46676984
70,immune,CD3E,0.43836856,31.232960419263875,1.5339804
71,immune,CD4,0.08075476,34.39231490527713,0.27883175
72,immune,CD40,0.1363151,42.964576987055665,0.4738368
73,immune,CD68,0.47885603,46.13593843365678,1.6760827
74,immune,CD8A,0.4439364,33.65424172934197,1.5535223
75,immune,CEACAM8,0.2804469,14.766496456830495,0.9797088
76,immune,CR2,-0.02098322,21.111001832966515,-0.07824696
77,immune,CXCR5,0.18760085,16.304870122816617,0.6538389
78,immune,EPCAM,-0.33053142,66.16203095243405,-1.1646955
79,immune,FCGR3A,0.34248286,21.49083115060462,1.1974419
80,immune,HLA_DRA,0.5669066,57.589134988974784,1.9851215
81,immune,ITGAM,0.07595348,6.668036581987453,0.2619803
82,immune,ITGAX,0.39221138,50.01856815526551,1.3719784
83,immune,KRT5,-0.70476764,43.438663593547844,-2.4781852
84,immune,MS4A1,0.13442671,22.78579333410988,0.46720895
85,immune,PAX5,0.1042583,5.3053731180785615,0.3613242
86,immune,PCNA,-0.029768646,2.0521913548727255,-0.10908195
87,immune,PDCD1,0.08185065,27.69028314392659,0.2826781
88,immune,PECAM1,0.15437287,21.298786886732408,0.5372157
89,immune,PTPRC_1,0.15296566,67.95477464785239,0.53227675
90,immune,PTPRC_2,0.41487783,43.34415823696062,1.4515328
91,immune,SDC1,-0.22350067,57.890664956132845,-0.78904027
92,immune,VIM,0.28526276,104.83255627624082,0.9966115
93,fat,ACTA2,0.27380234,9.714561964290644,0.9563878
94,fat,BCL2,-0.21911687,19.262624989234524,-0.77365404
95,fat,CCR7,-0.09063476,11.4451746859043,-0.3227091
96,fat,CD14,-0.013535261,0.644145793309549,-0.05210621
97,fat,CD163,-0.035224378,1.443944245154776,-0.12823041
98,fat,CD19,0.0029286146,0.15886764650838908,0.005678502
99,fat,CD27,0.0018975735,0.07650473628655134,0.0020597663
100,fat,CD274,-0.20995802,18.08226385436093,-0.7415084
101,fat,CD3E,0.011196613,0.12404251148697416,0.034697425
102,fat,CD4,-0.055741727,8.343727105727414,-0.20024195
103,fat,CD40,0.006257415,0.3164448151907401,0.017361885
104,fat,CD68,-0.069069624,1.692459628052778,-0.24702005
105,fat,CD8A,0.0015012026,0.018489132485099834,0.0006685886
106,fat,CEACAM8,-0.098632574,2.1445446631866414,-0.35077974
107,fat,CR2,-0.01283133,6.561820008180236,-0.04963556
108,fat,CXCR5,0.043762505,1.5450053024725237,0.1489968
109,fat,EPCAM,-0.37316403,50.42650851758269,-1.3143269
110,fat,FCGR3A,0.10317898,3.307087669207943,0.357536
111,fat,HLA_DRA,-0.07477683,1.365558674326597,-0.26705113
112,fat,ITGAM,-0.12946695,18.4594911251708,-0.45900184
113,fat,ITGAX,-0.11231804,5.6386984053522395,-0.39881283
114,fat,KRT5,-0.9425336,65.81669499952261,-3.3126934
115,fat,MS4A1,0.06775534,3.651708795384092,0.23320656
116,fat,PAX5,-0.011599004,0.09009829936975107,-0.04531036
117,fat,PCNA,-0.23066688,21.572491051836188,-0.8141921
118,fat,PDCD1,-0.0062850714,0.4926766006452622,-0.026659582
119,fat,PECAM1,0.13868338,9.906980053344851,0.48214895
120,fat,PTPRC_1,0.060792565,3.3004215062746898,0.2087687
121,fat,PTPRC_2,-0.046236396,1.3252166860444607,-0.16688025
122,fat,SDC1,-0.2845559,50.423068936739504,-1.0033312
123,fat,VIM,0.15581435,12.194616887438485,0.542275
124,necrosis,ACTA2,-0.1808958,10.04021644453131,-0.6395062
125,necrosis,BCL2,-0.20529181,27.880261824209626,-0.725131
126,necrosis,CCR7,-0.07021469,21.706166937643438,-0.251039
127,necrosis,CD14,0.11237997,10.78100393754112,0.38982952
128,necrosis,CD163,0.04114479,1.109537423852632,0.13980916
129,necrosis,CD19,0.0049014688,0.6276804671158956,0.012602802
130,necrosis,CD27,-0.006765008,0.7238135639350436,-0.028344056
131,necrosis,CD274,0.056586146,3.0569944838905188,0.19400506
132,necrosis,CD3E,-0.09528506,6.636017990480664,-0.33903068
133,necrosis,CD4,-0.032839417,8.050823113865741,-0.1198597
134,necrosis,CD40,0.08278209,15.954968003246625,0.28594723
135,necrosis,CD68,0.2085408,6.103178841709342,0.72733366
136,necrosis,CD8A,-0.12571633,9.21273622762232,-0.44583794
137,necrosis,CEACAM8,0.29319823,9.742721870854789,1.0244633
138,necrosis,CR2,0.009867132,2.223265170543833,0.030031227
139,necrosis,CXCR5,-0.01662153,0.7360519568719407,-0.062938355
140,necrosis,EPCAM,-0.13761115,6.463149061472761,-0.48758626
141,necrosis,FCGR3A,0.22452086,5.410213509639807,0.7834203
142,necrosis,HLA_DRA,0.08864087,1.690032935083395,0.30651033
143,necrosis,ITGAM,0.16496873,18.649636381544973,0.57440495
144,necrosis,ITGAX,0.19585991,11.776553856756683,0.68282646
145,necrosis,KRT5,-0.2975344,5.285651702043324,-1.048883
146,necrosis,MS4A1,0.035098255,2.359618539480012,0.118587114
147,necrosis,PAX5,-0.22863698,23.645629929309244,-0.8070676
148,necrosis,PCNA,-0.07814723,7.8743445291914975,-0.27888054
149,necrosis,PDCD1,0.03135997,8.83334870833638,0.10546653
150,necrosis,PECAM1,0.058059156,3.7632582205368994,0.19917502
151,necrosis,PTPRC_1,-0.017148674,1.0114530199544993,-0.06478852
152,necrosis,PTPRC_2,0.031162381,0.8533599933275512,0.10477304
153,necrosis,SDC1,-0.07337546,4.372159030052351,-0.26213264
154,necrosis,VIM,0.0060331225,0.10898300656936179,0.016574666
